,string_text
591,"16. Nicole Atkins – Italian Ice
"
592,"17. Taylor Swift – folklore
"
593,"18. Chris Stapleton – Starting Over
"
594,"19. Nathaniel Rateliff – And It’s Still Alright
"
595,"20. Son Little - aloha
"
596,"12/1/20 10:25 AM+12REPLY
"
597,"12/1/20 11:12 AM+1REPLY
"
598,"12/1/20 12:25 PM+1REPLY
"
599,"12/1/20 12:32 PM+1REPLY
"
600,"12/1/20 11:24 AM+2REPLY
"
601,"12/1/20 12:24 PM0REPLY
"
602,"12/1/20 12:56 PM+1REPLY
"
603,"12/1/20 8:56 PM+1REPLY
"
604,"1. NNAMDI - BRAT
"
605,"2. Yves Tumor - Heaven To A Tortured Mind
"
606,"3. Joshua Virtue - Jackie's House
"
607,"4. Freddie Gibbs + The Alchemist - Alfredo
"
608,"5. Beach Bunny - Honeymoon
"
609,"6. Ohmme - Fantasize Your Ghost
"
610,"7. Naeem - Startisha
"
611,"8. Deeper - Auto-Pain
"
612,"9. Sen Morimoto - Sen Morimoto
"
613,"10. King Von - Welcome To O Block
"
614,"11. Thundercat - It Is What It Is
"
615,"12. Ratboys - Printer's Devil
"
616,"13. Serengeti - Ajai
"
617,"14. Roy Kinsey - KINSEY: A Memoir
"
618,"15. The Twilite Tone - The Clearing
"
619,"16. Rich Jones and Montana Macks - How do you sleep at night?
"
620,"17. Bartees Strange - Live Forever
"
621,"18. Jessie Ware - What's Your Pleasure
"
622,"19. keiyaA - Forever, Ya Girl
"
623,"20. Fat Tony - Exotica
"
624,"21. Dogleg - Melee
"
625,"22. Ka - Descendants of Cain
"
626,"23. ONO - Red Summer
"
627,"24. Ric Wilson + Terrace Martin - They Call Me Disco
"
628,"25. The Weeknd - After Hours
"
629,"12/1/20 10:26 AM+13REPLY
"
630,"12/1/20 11:39 AM+4REPLY
"
631,"12/1/20 11:44 AM+3REPLY
"
632,"12/1/20 12:03 PM+2REPLY
"
633,"12/1/20 12:39 PM+3REPLY
"
634,"12/1/20 10:26 AM+10REPLY
"
635,"12/1/20 11:05 AM+3REPLY
"
636,"12/1/20 1:30 PM+1REPLY
"
637,"12/1/20 10:27 AM+5REPLY
"
638,"12/1/20 3:13 PM0REPLY
"
639,"1. Mare Cognitun & Spectral Lore - Wanderers: Astrology Of the Nine
"
640,"2. Thou & Emma Ruth Rundle - May Our Chambers Be Full
"
641,"3. Black Curse - Endless Wound
"
642,"4. Nap Eyes - Snapshot Of a Beginner
"
643,"5. Porridge Radio - Every Bad
"
644,"6. Pantha du Prince - Conference Of Trees
"
645,"7. Fluisteraars - Bloem
"
646,"8. Eternal Champion - Ravening Iron
"
647,"9. Couch Slut - Take A Chance On Rock N' Roll
"
648,"10. Woods - Strange To Explain
"
649,"11. Moodyman - Taken Away
"
650,"12. Sweven - The Eternal Resonance
"
651,"13. Wake - Devouring Ruin
"
652,"14. REZN - Chaotic Divine
"
653,"15. Spirit Adrift - Enlightened In Eternity
"
654,"16. My Morning Jacket - The Waterfall II
"
655,"17. Jason Isbell & The 400 Unit - Reunions
"
656,"18. Midwife - Forever
"
657,"19. Bedsore - Hypnagogic Hallucinations
"
658,"20. Hum - Inlet
"
659,"12/1/20 10:29 AM+21REPLY
"
660,"12/1/20 10:33 AM+5REPLY
"
661,"12/1/20 10:36 AM+7REPLY
"
662,"12/1/20 11:11 AM+7REPLY
"
663,"12/1/20 11:40 AM+5REPLY
"
664,"12/1/20 7:11 PM+1REPLY
"
665,"12/1/20 11:18 AM+6REPLY
"
666,"12/1/20 11:41 AM+4REPLY
"
667,"12/1/20 7:13 PM+2REPLY
"
668,"12/1/20 11:28 AM+1REPLY
"
669,"12/1/20 11:42 AM0REPLY
"
670,"12/1/20 1:09 PM+1REPLY
"
671,"12/1/20 12:11 PM+4REPLY
"
672,"12/1/20 12:36 PM+1REPLY
"
673,"12/1/20 1:06 PM+2REPLY
"
674,"12/1/20 1:20 PM+1REPLY
"
675,"12/1/20 2:44 PM+4REPLY
"
676,"12/1/20 2:57 PM+3REPLY
"
677,"12/1/20 4:41 PM+2REPLY
"
678,"12/2/20 8:45 AM0REPLY
"
679,"12/1/20 10:30 AM+4REPLY
"
680,"12/1/20 10:39 AM+7REPLY
"
681,"12/1/20 10:52 AM+4REPLY
"
682,"12/2/20 1:23 AM+1REPLY
"
683,"12/1/20 11:13 AM+6REPLY
"
684,"12/1/20 2:08 PM+4REPLY
"
685,"12/1/20 6:28 PM+1REPLY
"
686,"12/1/20 12:43 PM+9REPLY
"
687,"12/1/20 2:05 PM-1REPLY
"
688,"12/1/20 2:45 PM+5REPLY
"
689,"12/1/20 2:46 PM+4REPLY
"
690,"12/1/20 3:50 PM+5REPLY
"
691,"12/1/20 6:41 PM+4REPLY
"
692,"12/1/20 5:52 PM+7REPLY
"
693,"12/1/20 7:16 PM+3REPLY
"
694,"12/1/20 9:21 PM+1REPLY
"
695,"1. Freddie Gibbs & Alchemist - Alfredo
"
696,"2. Run the Jewels - RTJ4
"
697,"3. Mac Miller - Circles
"
698,"4. Ka - Descendants of Cain
"
699,"5. Jay Electronica - Act II: The Patents of Nobility(The Turn)
"
700,"6. Goodie Mob - Survival Kit
"
701,"7. Black Thought - Streams of Thought, Vol. 3: Cane and Able
"
702,"8. Busta Rhymes - Extinction Level Event 2: The Wrath of God
"
703,"9. Boldy James - The Versace Tape
"
704,"10. Sa-Roc - The Sharecropper's Daughter
"
705,"1. Ledisi - The Wild Card
"
706,"2. Thundercat - It Is What It Is
"
707,"3. The Weeknd - After Hours
"
708,"4. Jojo - good to know
"
709,"5. Toni Braxton - Spell My Name
"
710,"6. dvsn - A Muse In Her Feelings
"
711,"7. Terrace Martin, Robert Glasper, 9th Wonder, Kamasi Washington - Dinner Party
"
712,"8. Natalie Lauren - Handle With Care
"
713,"9. Kehlani - It Was Good Until It Wasn't
"
714,"10. Ro James - MANTIC
"
715,"1. Tame Impala - The Slow Rush
"
716,"2. Dua Lipa - Future Nostalga
"
717,"3. Hayley Williams - Petals of Armor
"
718,"4. Moses Sumney - grae
"
719,"5. Lady Gaga - Chromatica
"
720,"6. Yves Tumor - Heaven To A Tortured Mind
"
721,"7. Ariana Grande - Positions
"
722,"8. Taylor Swift - folklore
"
723,"9. Angel Olsen - A Whole New Mess
"
724,"10. Thao & The Get Down Stay Down - Temple
"
725,"12/1/20 10:31 AM+11REPLY
"
726,"12/1/20 10:38 AM+9REPLY
"
727,"12/1/20 11:53 AM+2REPLY
"
728,"12/1/20 9:00 PM0REPLY
"
729,"12/1/20 10:49 AM+2REPLY
"
730,"12/1/20 11:54 AM+1REPLY
"
731,"12/1/20 8:58 PM0REPLY
"
732,"12/2/20 8:40 AM0REPLY
"
733,"12/2/20 9:53 AM0REPLY
"
734,"12/1/20 10:31 AM+7REPLY
"
735,"10 - GULCH
"
736,"9 - Midwife
"
737,"8 - Spiritworld
"
738,"7 - Trace Mountains
"
739,"6 - Porridge Radio
"
740,"5 - DEHD
"
741,"4 - Cindy Lee
"
742,"3 - Dogleg
"
743,"2 - Shy Boys
"
744,"1 - Sorry
"
745,"12/1/20 10:31 AM+21REPLY
"
746,"12/1/20 10:40 AM+15REPLY
"
747,"12/1/20 10:45 AM+9REPLY
"
748,"12/1/20 11:16 AM+7REPLY
"
749,"12/1/20 11:44 AM+7REPLY
"
750,"12/1/20 11:51 AM+17REPLY
"
751,"1. Someone New — Helena Deland
"
752,"2. Shore — Fleet Foxes
"
753,"3. God Has Nothing To Do With This Leave Him Out of It — BackXwash
"
754,"4. Women in Music Pt III — Haim
"
755,"5. Punisher — Phoebe Bridgers
"
756,"6. Saint Cloud — Waxahatchee
"
757,"7. Every Bad — Porridge Radio
"
758,"8. Full Hand — Kevin Krauter
"
759,"9. Man Alive! — King Krule
"
760,"10. Neon Skyline — Andy Shauf
"
761,"12/1/20 10:32 AM+14REPLY
"
762,"12/1/20 11:52 AM+5REPLY
"
763,"12/1/20 4:20 PM+1REPLY
"
764,"12/1/20 9:57 PM+1REPLY
"
765,"12/1/20 12:19 PM+2REPLY
"
766,"12/1/20 1:02 PM+4REPLY
"
767,"12/1/20 9:59 PM-1REPLY
"
768,"12/1/20 10:32 AM+4REPLY
"
769,"12/1/20 10:33 AM+8REPLY
"
770,"12/1/20 12:15 PM+1REPLY
"
771,"12/1/20 12:50 PM+1REPLY
"
772,"12/1/20 10:33 AM+8REPLY
"
773,"2nd Grade - Hit to Hit
"
774,"12/1/20 10:33 AM+9REPLY
"
775,"12/1/20 10:58 AM+3REPLY
"
776,"12/1/20 3:23 PM0REPLY
"
777,"12/1/20 10:33 AM+5REPLY
"
778,"12/2/20 7:06 AM0REPLY
"
779,"12/1/20 10:34 AM+5REPLY
"
780,"12/1/20 10:36 AM+9REPLY
"
781,"12/1/20 10:45 AM+1REPLY
"
782,"12/1/20 12:53 PM+3REPLY
"
783,"1) Waxahatchee, St. Cloud
"
784,"2) Jason Isbell, Reunions
"
785,"3) Young Jesus, Welcome to Conceptual Beach
"
786,"4) Porridge Radio, Every Bad
"
787,"5) Caribou, Suddenly
"
788,"6) Run The Jewels, RTJ4
"
789,"7) Fontaines D.C., A Hero's Death
"
790,"8) Andy Shauf, Neon Skyline
"
791,"9) Dehd, Flower of Devotion
"
792,"10) Lomelda, Hannah
"
793,"12/1/20 10:36 AM+7REPLY
"
794,"1. Empty Country – Empty Country
"
795,"2. Fleet Foxes- Shore
"
796,"3. Daniel Romano – How Ill Thy World Is Ordered
"
797,"4. Ratboys – Printer’s Devil
"
798,"5. Another Sky – I Slept on The Floor
"
799,"6. The Rentals – Q36
"
800,"7. Four Tet – Sixteen Oceans
"
801,"8. Helena Deland – Someone New
"
802,"9. Loma – Don’t Shy Away
"
803,"10. Jon Mckiel – Bobby Joe Hope
"
804,"11. Perfume Genius – Set My Heart on Fire Immediately
"
805,"12. Peel Dream Magazine – Agitprop Alterna
"
806,"13. Nap Eyes – Snapshot of a Beginner
"
807,"14. Nation of Language – Introduction, Presence
"
808,"15. Walter Martin – The World at Night
"
809,"16. I’m Glad It’s You – Every Sun, Every Moon
"
810,"17. Logan Ledger – Logan Ledger
"
811,"18. Bad Moves – Untenable
"
812,"19. Rose City Band - Summerlong
"
813,"20. Andy Shauf – The Neon Skyline
"
814,"21. Laura Marling – Song for Our Daughter
"
815,"22. Mike Polizze – Long Lost Solace Find
"
816,"23. The Beths – Jump Rope Gazers
"
817,"24. Land of Talk – Indistinct Conversations
"
818,"25. Bonny Light Horseman – Bonnie Light Horseman
"
819,"12/1/20 10:37 AM+15REPLY
"
820,"12/1/20 10:56 AM+1REPLY
"
821,"12/1/20 11:03 AM+2REPLY
"
822,"12/1/20 12:03 PM+7REPLY
"
823,"12/1/20 12:58 PM+1REPLY
"
824,"12/1/20 2:36 PM+1REPLY
"
825,"12/1/20 2:48 PM0REPLY
"
826,"12/1/20 1:35 PM+2REPLY
"
827,"12/1/20 3:24 PM+2REPLY
"
828,"12/1/20 5:03 PM+1REPLY
"
829,"12/1/20 9:49 PM0REPLY
"
830,"12/1/20 10:37 AM+7REPLY
"
831,"12/1/20 1:01 PM+2REPLY
"
832,"12/1/20 3:41 PM+2REPLY
"
833,"12/1/20 7:20 PM0REPLY
"
834,"12/2/20 6:56 AM0REPLY
"
835,"12/1/20 10:38 AM+14REPLY
"
836,"12/1/20 12:53 PM+2REPLY
"
837,"12/1/20 4:04 PM+1REPLY
"
838,"12/1/20 10:38 AM+6REPLY
"
839,"1. Dogleg - Melee
"
840,"2. Yves Tumor - Heaven to a Tortured Mind
"
841,"3. Kitty - Charm and Mirror
"
842,"4. Jeff Rosenstock - NO DREAM
"
843,"5. Record Setter - I Owe You Nothing
"
844,"6. Vrita - SONAR
"
845,"7. Snarls - Burst
"
846,"8. Lil Uzi Vert - Eternal Atake
"
847,"9. Phoebe Bridgers - Punisher
"
848,"10. beabadoobee - Fake It Flowers
"
849,"11. Gorillaz - Song Machine Vol. 1
"
850,"12. Bully - SUGAREGG
"
851,"13. Bartees Strange - Live Forever
"
852,"14. Charli XCX - How I'm Feeling Now
"
853,"15. Empty Country - Empty Country
"
854,"12/1/20 10:38 AM+9REPLY
"
855,"12/1/20 12:06 PM+2REPLY
"
856,"1. The Price of Tea in China // Manger on McNichols - Boldy James. Don't make me choose.
"
857,"2. Suddenly - Caribou
"
858,"3. Descendants of Cain - Ka
"
859,"4. The Neon Skyline - Andy Shauf
"
860,"5. Shrines - Armand Hammer
"
861,"6. Alfredo - Freddie Gibbs/Alchemist
"
862,"7. Don't Play It Straight - Small Bills
"
863,"8. FlySiifu's - Pink Siifu + Fly Anakin
"
864,"9. Shore - Fleet Foxes
"
865,"10. KG - King Gizzard and the Lizard Wizard
"
866,"12/1/20 10:39 AM+8REPLY
"
867,"12/1/20 10:54 AM+3REPLY
"
868,"12/1/20 11:45 AM+1REPLY
"
869,"12/1/20 10:54 AM+1REPLY
"
870,"12/1/20 11:21 AM+1REPLY
"
871,"12/1/20 11:00 AM+1REPLY
"
872,"12/1/20 11:23 AM+1REPLY
"
873,"12/1/20 11:32 AM+1REPLY
"
874,"12/1/20 11:34 AM+1REPLY
"
875,"12/1/20 11:53 AM+2REPLY
"
876,"12/1/20 11:23 AM+1REPLY
"
877,"12/1/20 7:22 PM0REPLY
"
878,"1. Run The Jewels—RTJ4
"
879,"2. Ziemba—True Romantic
"
880,"3. Andy Shauf—Neon Skyline
"
881,"4. Bartees Strange—Live Forever
"
882,"5. Jeff Rosenstock—NO DREAM
"
883,"6. Teenage Halloween—Teenage Halloween
"
884,"7. Touche Amore—Lament
"
885,"8. Oceanator—Things I Never Said
"
886,"9. Mountain Goats—Getting Into Knives
"
887,"10. Fiona Apple—Fetch the Bolt Cutters
"
888,"11. Jessie Ware—What's Your Pleasure
"
889,"12. Denzel Curry—Unlocked
"
890,"13. Yaeji—What We Drew
"
891,"14. Open Mike Eagle—Anime, Trauma, and Divorce
"
892,"15. Aesop Rock—Spirit World Field Guide
"
893,"16. Soul Glo—Songs to Yeet at the Sun
"
894,"17. Empress Of—I'm Your Empress Of
"
895,"18. Frances Quinlan—Likewise
"
896,"19. Carly Rae Jepsen—Dedicated Side B
"
897,"20. Adrienne Lenker—songs
"
898,"12/1/20 10:39 AM+11REPLY
"
899,"12/1/20 12:09 PM+4REPLY
"
900,"12/1/20 7:10 PM0REPLY
"
901,"12/1/20 1:06 PM+1REPLY
"
902,"12/1/20 7:08 PM0REPLY
"
903,"12/1/20 4:04 PM+1REPLY
"
904,"12/1/20 7:15 PM+1REPLY
"
905,"12/1/20 10:39 AM+5REPLY
"
906,"1000 gecs and the tree of clues
"
907,"12/1/20 12:42 PM+2REPLY
"
908,"12/1/20 10:41 AM+16REPLY
"
909,"12/1/20 11:23 AM+14REPLY
"
910,"12/1/20 4:17 PM+2REPLY
"
911,"1. on the tender spot of every calloused moment - Ambrose Akinmusire
"
912,"2. Likewise - Frances Quinlan
"
913,"3. Sixteen Oceans - Four Tet
"
914,"4. Lianne La Havas - Lianne La Havas
"
915,"5. Suite for Max Brown - Jeff Parker
"
916,"6. pop songs 2020 - BUMPER
"
917,"7. Wanderers: Astrology of the Nine - Mare Cognitum/Spectral Lore
"
918,"8. songs/instrumentals - Adrianne Lenker
"
919,"9. Àdá Irin - Navy Blue
"
920,"10. The Goat - Polo G
"
921,"11. Silver Ladders - Mary Lattimore
"
922,"12. Miss Anthropocene - Grimes
"
923,"13. Mia Gargaret - Gia Margaret
"
924,"14. Colores - J Balvin
"
925,"15. Twice as Tall - Burna Boy
"
926,"16. Taken Away - Moodymann
"
927,"17. WHAT WE DREW 우리가 그려왔던 – Yaeji
"
928,"18. Kahil El'Zabar's America the Beautiful - Kahil El'Zabar
"
929,"19. Melee - Dogleg
"
930,"20. SPICE - SPICE
"
931,"21. Sundry Rock Song Stock - Yves Jarvis
"
932,"22. Años en Infierno - Xibalba
"
933,"23. LIVE DRUGS - The War on Drugs
"
934,"24. Sin Miedo (del Amor y Otros Demonios) ∞ - Kali Uchis
"
935,"25. Asterisms - Matthew Cardinal
"
936,"26. Eclipse - addy
"
937,"27. The Don of Diamond Dreams - Shabazz Palaces
"
938,"28. Have We Met - Destroyer
"
939,"29. Skeleton - Skeleton
"
940,"30. Both of Us/Are You Down - Jayda G
"
941,"12/1/20 10:42 AM+11REPLY
"
942,"12/1/20 11:53 AM+3REPLY
"
943,"12/1/20 5:38 PM+1REPLY
"
944,"12/1/20 7:53 PM+1REPLY
"
945,"12/1/20 9:03 PM+1REPLY
"
946,"1. Fleet Foxes - Shore
"
947,"2. SAULT - Rise
"
948,"3. Destroyer - Have We Met
"
949,"4. Kelly Lee Owens - Inner Light
"
950,"5. Helena Deland - Someone New
"
951,"6. Caribou - Suddenly
"
952,"7. Kevin Morby - Sundowner
"
953,"8. Soccer Mommy - Color Theory
"
954,"9. Moses Sumney - grae
"
955,"10. Adrianne Lenker - songs
"
956,"11. Sufjan Stevens - Ascension
"
957,"12. US Girls
"
958,"13. Flaming Lips
"
959,"14. Christian Lee Hutson
"
960,"15. Donny Benet
"
961,"16. Braids
"
962,"17. Dent May
"
963,"18. Alexandra Savior
"
964,"19. Tim Heidecker
"
965,"20. Real Estate
"
966,"12/1/20 10:44 AM+13REPLY
"
967,"12/1/20 10:44 AM+5REPLY
"
968,"1.- Fleet Foxes - Shore
"
969,"2.- Fiona Apple - Fetch the Bolt Cutters
"
970,"3.- Phoebe Bridgers - Punisher
"
971,"4.- Porridge Radio - Every Bad
"
972,"5.- Protomartyr - Ultimate Success Today
"
973,"6.- Jessie Ware - What's Your Pleasure?
"
974,"7.- Dehd - Flower of Devotion
"
975,"8.- Young Jesus - Welcome to Conceptual Beach
"
976,"9.- Nation of Language - Introduction, Presence (easily the most addicting album I've heard this year)
"
977,"10.- Lido Pimienta - Miss Colombia (I'm from Latin America, and I barely listen to music in spanish, but this one is beautiful and special)
"
978,"11.- Kelly Lee Owens - Inner Song
"
979,"12.- Caribou - Suddenly
"
980,"13.- Run the Jewels - RTJ4
"
981,"14.- The Microphones - Microphones in 2020
"
982,"15.- U.S. Girls - Heavy Light
"
983,"16.- Adrianne Lenker - songs/instrumentals
"
984,"17.- Empty Country - Empty Country
"
985,"18.- Blake Mills - Mutable Set
"
986,"19.- Half Waif - The Caretaker (Very underrated artist IMO)
"
987,"20.- Trace Mountains - Lost in the Country
"
988,"12/1/20 10:46 AM+9REPLY
"
989,"12/1/20 11:03 AM+1REPLY
"
990,"12/1/20 11:06 AM+1REPLY
"
991,"12/1/20 2:22 PM+1REPLY
"
992,"10. Porridge Radio - Every Bad
"
993,"09. Yves Tumor - Heaven to a Tortured Mind
"
994,"08. Run the Jewels - RTJ4
"
995,"07. Grimes - Miss Anthropocene
"
996,"06. The 1975 - Notes on a Conditional Form
"
997,"05. Phoebe Bridgers - Punisher
"
998,"04. Waxahatchee - Saint Cloud
"
999,"03. Fiona Apple - Fetch the Bolt Cutters
"
1000,"02. Moses Sumney - Grae
"
1001,"01. Perfume Genius - Set My Heart on Fire Immediately
"
1002,"12/1/20 10:47 AM+14REPLY
"
1003,"12/1/20 11:03 AM+17REPLY
"
1004,"12/1/20 11:15 AM+6REPLY
"
1005,"12/1/20 2:49 PM+2REPLY
"
1006,"12/1/20 11:37 AM+9REPLY
"
1007,"12/1/20 11:54 AM+10REPLY
"
1008,"12/1/20 1:43 PM+3REPLY
"
1009,"1. Sarah Harmer - Are You Gone
"
1010,"2. Mare Cognitum & Spectral Lore - Wanderers: Astrology of the Nine
"
1011,"3. Svalbard - When I Die, Will I Get Better?
"
1012,"4. The Beths - Jump Rope Gazers
"
1013,"5. Hum - Inlet
"
1014,"6. Phoebe Bridgers - Punisher
"
1015,"7. Dark Forest - Oak, Ash & Thorn
"
1016,"8. Testament - Titans of Creation
"
1017,"9. Autonoesis - s/t
"
1018,"10. Armani Caesar - The Liz
"
1019,"12/1/20 10:47 AM+12REPLY
"
1020,"12/1/20 11:47 AM+2REPLY
"
1021,"12/1/20 7:28 PM+1REPLY
"
1022,"12/1/20 9:12 PM0REPLY
"
1023,"01. Fontaines D.C.: A Hero's Death
"
1024,"02. Kate NV: Room for the Moon
"
1025,"03. Fleet Foxes: Shore
"
1026,"04. Ela Minus: Acts of Rebellion
"
1027,"05. Rolling Blackouts C.F.: Sideways to New Italy
"
1028,"06. beabadoobee: Fake It Flowers
"
1029,"07. Porridge Radio: Every Bad
"
1030,"08. Kelly Lee Owens: Inner Song
"
1031,"09. Tame Impala: The Slow Rush
"
1032,"10. Agnes Obel: Myopia
"
1033,"12/1/20 10:48 AM+12REPLY
"
1034,"12/1/20 11:14 AM+3REPLY
"
1035,"1. Protomartyr -- Ultimate Success Today
"
1036,"2. Fiona Apple -- Fetch the Bolt Cutters
"
1037,"3. Emma Ruth Rundle / Thou -- May Our Chambers Be Full
"
1038,"4. Nothing -- The Great Dismal
"
1039,"5. Ulcerate -- Stare Into Death And Be Still
"
1040,"6. Fontaines D.C. -- A Hero's Death
"
1041,"7. Jeff Rosenstock -- No Dream
"
1042,"8. Deeper -- Auto-Pain
"
1043,"9. Pallbearer -- Forgotten Days
"
1044,"10. Uniform -- Shame
"
1045,"12/1/20 10:50 AM+9REPLY
"
1046,"12/1/20 7:31 PM+2REPLY
"
1047,"12/1/20 10:23 PM0REPLY
"
1048,"12/1/20 10:36 PM0REPLY
"
1049,"1. Fleet Foxes- Shore
"
1050,"2. Dogleg- Melee
"
1051,"3. And Shauf- The Neon Skyline
"
1052,"4. Grimes- Miss Anthro
"
1053,"5. Bully- Sugar Egg
"
1054,"6 Rolling Coastal Blackout Fever- STNI
"
1055,"7. Westerman- Your Hero is Not Dead
"
1056,"8. Woods- Strange to Explain
"
1057,"9. The Strokes- the New Abnormal
"
1058,"10. MMJ- the Waterfall 2
"
1059,"12/1/20 10:51 AM+12REPLY
"
1060,"12/1/20 10:51 AM+3REPLY
"
1061,"1. Phoebe Bridgers - Punisher
"
1062,"2. Fiona Apple - Fetch the Bolt Cutters
"
1063,"3. Jeff Rosenstock - No Dream
"
1064,"4. Wares - Survival
"
1065,"5. Soccer Mommy - Color Theory
"
1066,"6. Moses Sumney - Grae
"
1067,"7. Holy Fuck - Deleter
"
1068,"8. Chubby and the Gang - Speed Kills
"
1069,"9. Little Kid - Transfiguration Highway
"
1070,"10. Bartees Strange - Live Forever
"
1071,"11. Porridge Radio - Every Bad
"
1072,"12. Waxahatchee - Saint Cloud
"
1073,"13. Laura Marling - Song For Our Daughter
"
1074,"14. Yves Tumor - Heaven to a Tortured Mind
"
1075,"15. Sault - Untitled (Rise)
"
1076,"16. Roisin Murphy- Roisin Machine
"
1077,"17. Ela Minus - Acts of Rebellion
"
1078,"12/1/20 10:52 AM+8REPLY
"
1079,"12/1/20 11:12 AM+6REPLY
"
1080,"12/1/20 11:19 AM+8REPLY
"
1081,"12/1/20 11:56 AM+3REPLY
"
1082,"12/2/20 11:12 AM0REPLY
"
1083,"12/1/20 7:32 PM+2REPLY
"
1084,"12/2/20 10:58 AM0REPLY
"
1085,"18. Kelly Lee Owens - Inner Song
"
1086,"19. The Strokes - The New Abnormal
"
1087,"20. Perfume Genius - Set My Heart On Fire Immediately
"
1088,"12/2/20 11:10 AM0REPLY
"
1089,"12/1/20 10:53 AM+2REPLY
"
1090,"1 : Nap Eyes: Snapshot of a Beginner
"
1091,"2 : Waxahatchee: Saint Cloud
"
1092,"3 : Fleet Foxes: Shore
"
1093,"4 : Andy Shauf: The Neon Skyline
"
1094,"5 : Gunn-Truscinski Duo: Soundkeeper
"
1095,"6 : Tame Impala: The Slow Rush
"
1096,"7 : Trace Mountains: Lost in the Country
"
1097,"8 : Widowspeak: Plum
"
1098,"9 : Imaginary Softwoods: Annual Flowers in Color
"
1099,"10 : North Americans: Roped In
"
1100,"12/1/20 10:56 AM+12REPLY
"
1101,"12/1/20 5:56 PM0REPLY
"
1102,"1. Nicolas Jaar - Telas
"
1103,"2. Arca - kick i
"
1104,"3. Moses Sumney - græ
"
1105,"4. Kate NV - Room For the Moon
"
1106,"5. Four Tet - Sixteen Oceans
"
1107,"6. Wren Dove Lark – ODDBIRD
"
1108,"12/1/20 10:57 AM+13REPLY
"
1109,"12/1/20 11:15 AM+5REPLY
"
1110,"12/1/20 11:20 AM+4REPLY
"
1111,"12/1/20 12:31 PM+3REPLY
"
1112,"12/1/20 1:30 PM+1REPLY
"
1113,"12/1/20 11:22 AM+9REPLY
"
1114,"12/1/20 11:55 AM+3REPLY
"
1115,"12/1/20 12:01 PM+12REPLY
"
1116,"12/1/20 12:21 PM+6REPLY
"
1117,"12/1/20 12:35 PM+4REPLY
"
1118,"12/1/20 11:42 AM+3REPLY
"
1119,"12/1/20 11:49 AM+2REPLY
"
1120,"12/1/20 7:35 PM+1REPLY
"
1121,"12/1/20 10:57 AM+2REPLY
"
1122,"12/1/20 1:03 PM+1REPLY
"
1123,"64percentmice
"
1124,"1. Fiona
"
1125,"2. HUM
"
1126,"12/1/20 10:58 AM+4REPLY
"
1127,"64percentmice
"
1128,"12/1/20 11:09 AM+2REPLY
"
1129,"64percentmice
"
1130,"12/2/20 11:04 AM0REPLY
"
1131,"01. Jessie Ware - What's Your Please
"
1132,"02. Run the Jewels - RTJ4
"
1133,"03. Charli XCX - How I'm Feeling Now
"
1134,"04. Fiona Apple - Fetch The Bolt Cutters
"
1135,"05. Fleet Foxes - Shore
"
1136,"06. Clipping - Visions of Bodies Being Burned
"
1137,"07. Freddie Gibbs & Alchemist - Alfredo
"
1138,"08. Code Orange - Underneath
"
1139,"09. Lianne La Havas - Lianne La Havas
"
1140,"10. Dua Lipa - Future Nostalgia
"
1141,"12/1/20 10:58 AM+11REPLY
"
1142,"1. Phoebe Bridgers - Punisher
"
1143,"2. Waxahatchee - Saint Cloud
"
1144,"3. Taylor Swift - Folklore
"
1145,"4. Katie Pruitt - Expectations
"
1146,"5. Ruston Kelly - Shape & Destroy
"
1147,"6. Nation Of Language - Introduction, Presence
"
1148,"7. The 1975 - Notes On A Conditional Form
"
1149,"8. Jason Isbell And The 400 Unit - Reunions
"
1150,"9. Ken Yates - Quiet Talkers
"
1151,"10. The Killers - Imploding The Mirage
"
1152,"11. Charli XCX - how i'm feeling now
"
1153,"12. Christian Lee Hutson - Beginners
"
1154,"13. Kathleen Edwards - Total Freedom
"
1155,"14. Destroyer - Have We Met
"
1156,"15. Westerman - Your Hero Is Not Dead
"
1157,"16. Sufjan Stevens - The Ascension
"
1158,"17. Fiona Apple - Fetch The Bolt Cutters
"
1159,"18. Perfume Genius - Set My Heart On Fire Immediately
"
1160,"19. Neil Young - Homegrown
"
1161,"20. Ethan Gruska - En Garde
"
1162,"12/1/20 11:01 AM+6REPLY
"
1163,"12/1/20 11:04 AM+5REPLY
"
1164,"12/2/20 6:53 AM+1REPLY
"
1165,"12/1/20 11:05 AM+1REPLY
"
1166,"30. Chubby & The Gang - Speed Kills
"
1167,"29. James Righton - Perfomer
"
1168,"28. Nation of Language - Introduction, Presence
"
1169,"27. Freddie Gibbs -Alfredo
"
1170,"26. Matt Berninger - Serpentine Prison
"
1171,"25. Kadavar - Isolation Tapes
"
1172,"24. Kathleen Edwards - Total Freedom
"
1173,"23. LA Witch - Play with Fire
"
1174,"22. Pearl Jam - Gigaton
"
1175,"21. Young Jesus - Welcome to Conceptual Beach
"
1176,"20. Declan McKenna - Zeros
"
1177,"19. Bartees Strange - Live Forever
"
1178,"18. Arboretum - Let It All In
"
1179,"17. Honey Harper - Starmaker
"
1180,"16. Run The Jewels - RTJ4
"
1181,"15. Fleet Foxes - Shore
"
1182,"14. Elder- Omens
"
1183,"13. Kvelertak - Splid
"
1184,"12. Haim - Women in Music Pt. III
"
1185,"11. All Them Witches - Nothing As the Ideal
"
1186,"10. Yves Tumor - Heaven to a Tortured Mind
"
